i1	i2	i3	sequence	generation	x1	x2	x3	compute	measure	probed	s1	s2	s3	s	bioproduct actual cost	consumer inertia	retrofit delay
67108864	67108864	603979776	586	26.0	0.0625	0.0625	0.5625	False	False	False	40952.38426273398	35935.21120213203	30017.22837686174	0.024729700641747576	6.875	0.40625	20.125
67108864	67108864	671088640	3064	-1.0	0.0625	0.0625	0.625	False	False	False					6.875	0.40625	22.25
67108864	67108864	738197504	587	26.0	0.0625	0.0625	0.6875	False	False	True	30564.02723468658	34046.314647099774	30245.51220279447	0.020715485450192132	6.875	0.40625	24.375
67108864	67108864	805306368	3065	-1.0	0.0625	0.0625	0.75	False	False	False					6.875	0.40625	26.5
67108864	67108864	872415232	1709	77.0	0.0625	0.0625	0.8125	False	False	False	17078.66582203191	32401.05461276357	29656.193343368333	0.019714426726029237	6.875	0.40625	28.625
67108864	67108864	1006632960	1710	77.0	0.0625	0.0625	0.9375	False	False	False	4831.510233672012	31415.65128652514	31204.30396053917	0.019502104912189615	6.875	0.40625	32.875
67108864	134217728	0	234	-1.0	0.0625	0.125	0.0	False	False	False					6.875	0.7125	1.0
67108864	134217728	33554432	276	-1.0	0.0625	0.125	0.03125	False	False	False					6.875	0.7125	2.0625
67108864	134217728	67108864	235	-1.0	0.0625	0.125	0.0625	False	False	False					6.875	0.7125	3.125
67108864	134217728	134217728	236	-1.0	0.0625	0.125	0.125	False	False	False					6.875	0.7125	5.25
67108864	134217728	536870912	1112	-1.0	0.0625	0.125	0.5	False	False	False					6.875	0.7125	18.0
67108864	134217728	603979776	1113	-1.0	0.0625	0.125	0.5625	False	False	False					6.875	0.7125	20.125
67108864	134217728	671088640	1114	-1.0	0.0625	0.125	0.625	False	False	False					6.875	0.7125	22.25
67108864	134217728	738197504	1478	-1.0	0.0625	0.125	0.6875	False	False	False					6.875	0.7125	24.375
67108864	134217728	771751936	2394	-1.0	0.0625	0.125	0.71875	False	False	False					6.875	0.7125	25.4375
67108864	134217728	805306368	1479	-1.0	0.0625	0.125	0.75	False	False	False					6.875	0.7125	26.5
67108864	134217728	939524096	2535	-1.0	0.0625	0.125	0.875	False	False	False					6.875	0.7125	30.75
67108864	134217728	1006632960	2536	-1.0	0.0625	0.125	0.9375	False	False	False					6.875	0.7125	32.875
67108864	134217728	1073741824	2537	-1.0	0.0625	0.125	1.0	False	False	False					6.875	0.7125	35.0
67108864	167772160	0	277	-1.0	0.0625	0.15625	0.0	False	False	False					6.875	0.865625	1.0
67108864	167772160	33554432	278	-1.0	0.0625	0.15625	0.03125	False	False	False					6.875	0.865625	2.0625
67108864	167772160	50331648	2093	-1.0	0.0625	0.15625	0.046875	False	False	False					6.875	0.865625	2.59375
67108864	167772160	67108864	279	-1.0	0.0625	0.15625	0.0625	False	False	False					6.875	0.865625	3.125
67108864	167772160	738197504	2395	-1.0	0.0625	0.15625	0.6875	False	False	False					6.875	0.865625	24.375
67108864	167772160	771751936	2396	-1.0	0.0625	0.15625	0.71875	False	False	False					6.875	0.865625	25.4375
67108864	167772160	805306368	2397	-1.0	0.0625	0.15625	0.75	False	False	False					6.875	0.865625	26.5
67108864	184549376	33554432	2094	-1.0	0.0625	0.171875	0.03125	False	False	False					6.875	0.9421875	2.0625
67108864	184549376	50331648	2095	-1.0	0.0625	0.171875	0.046875	False	False	False					6.875	0.9421875	2.59375
67108864	184549376	67108864	2096	-1.0	0.0625	0.171875	0.0625	False	False	False					6.875	0.9421875	3.125
67108864	201326592	0	237	-1.0	0.0625	0.1875	0.0	False	False	False					6.875	1.01875	1.0
67108864	201326592	33554432	280	-1.0	0.0625	0.1875	0.03125	False	False	False					6.875	1.01875	2.0625
67108864	201326592	50331648	2097	-1.0	0.0625	0.1875	0.046875	False	False	False					6.875	1.01875	2.59375
67108864	201326592	67108864	223	10.0	0.0625	0.1875	0.0625	False	False	True	45020.718458717216	42360.693799406494	9951.548765666446	0.02718642419004663	6.875	1.01875	3.125
67108864	201326592	100663296	1352	-1.0	0.0625	0.1875	0.09375	False	False	False					6.875	1.01875	4.1875
67108864	201326592	134217728	238	-1.0	0.0625	0.1875	0.125	False	False	False					6.875	1.01875	5.25
67108864	201326592	201326592	224	10.0	0.0625	0.1875	0.1875	False	False	False	48036.371396889714	44911.54954985855	15428.701938379822	0.02900747065029572	6.875	1.01875	7.375
67108864	201326592	536870912	1115	-1.0	0.0625	0.1875	0.5	False	False	False					6.875	1.01875	18.0
67108864	201326592	603979776	588	26.0	0.0625	0.1875	0.5625	False	False	True	30865.788661520608	36953.71231571957	21275.300623687523	0.022484492014529525	6.875	1.01875	20.125
67108864	201326592	637534208	2041	-1.0	0.0625	0.1875	0.59375	False	False	False					6.875	1.01875	21.1875
67108864	201326592	671088640	1116	-1.0	0.0625	0.1875	0.625	False	False	False					6.875	1.01875	22.25
67108864	201326592	704643072	2252	-1.0	0.0625	0.1875	0.65625	False	False	False					6.875	1.01875	23.3125
67108864	201326592	738197504	589	26.0	0.0625	0.1875	0.6875	False	False	True	17258.650776469265	31553.835872792464	23323.55573331977	0.01919893635172828	6.875	1.01875	24.375
67108864	201326592	771751936	2398	-1.0	0.0625	0.1875	0.71875	False	False	False					6.875	1.01875	25.4375
67108864	201326592	805306368	1480	-1.0	0.0625	0.1875	0.75	False	False	False					6.875	1.01875	26.5
