sequence	Year	Adopters	NonAdopters	Potential Adopters
2898	2047.5	98317.2	4730.13	202.69299999999998
2898	2050.0	101749.0	1428.26	323.017
1471	2015.0	0.0	100000.0	0.0
1471	2017.5	246.875	99788.8	214.36
1471	2020.0	496.875	99271.9	731.243
1471	2022.5	747.034	98458.6	1544.35
1471	2025.0	1225.71	97280.2	2494.09
1471	2027.5	2652.47	95094.9	3502.62
1471	2030.0	5775.83	90520.9	5203.32
1471	2032.5	11185.3	81892.8	8671.91
1471	2035.0	18988.1	68459.0	14552.9
1471	2037.5	30063.8	51213.2	20973.0
1471	2040.0	47550.3	32453.5	22496.2
1471	2042.5	77044.6	15630.7	10074.8
1471	2045.0	97234.9	5257.7	507.392
1471	2047.5	100976.0	1594.97	679.507
1471	2050.0	102916.0	470.42900000000003	114.072
2897	2015.0	0.0	100000.0	0.0
2897	2017.5	246.875	99771.4	231.731
2897	2020.0	496.875	99212.8	790.3330000000001
2897	2022.5	746.875	98334.4	1668.77
2897	2025.0	1001.03	97145.9	2853.04
2897	2027.5	1599.77	95517.4	4132.84
2897	2030.0	3345.61	92582.9	5571.48
2897	2032.5	7044.04	86704.3	8001.68
2897	2035.0	13472.2	76110.2	12417.6
2897	2037.5	23081.6	60238.1	18930.3
2897	2040.0	36086.8	41228.1	25185.2
2897	2042.5	54233.4	23156.8	25359.8
2897	2045.0	81775.5	9743.36	11481.1
2897	2047.5	100202.0	2862.46	185.77700000000002
2897	2050.0	102647.0	772.453	80.7399
2896	2015.0	0.0	100000.0	0.0
2896	2017.5	246.875	99771.4	231.731
2896	2020.0	496.875	99212.8	790.3330000000001
2896	2022.5	747.047	98334.4	1668.59
2896	2025.0	1244.26	97055.8	2699.95
2896	2027.5	2766.21	94630.6	3853.21
2896	2030.0	6121.17	89468.2	5910.63
2896	2032.5	11948.8	79726.6	10074.7
2896	2035.0	20437.2	64774.5	16788.3
2896	2037.5	32812.9	46101.6	23335.6
2896	2040.0	52943.2	26753.6	22803.2
2896	2042.5	87108.7	11005.2	4636.04
2896	2045.0	99171.8	3175.54	652.651
2896	2047.5	101687.0	859.115	703.566
2896	2050.0	103246.0	227.766	26.1806
2895	2015.0	0.0	100000.0	0.0
2895	2017.5	246.875	99803.7	199.41299999999998
2895	2020.0	496.875	99322.8	680.375
2895	2022.5	747.023	98565.6	1437.33
2895	2025.0	1209.74	97472.9	2317.37
2895	2027.5	2554.56	95487.0	3208.48
2895	2030.0	5478.48	91396.9	4624.66
2895	2032.5	10528.1	83697.3	7524.53
2895	2035.0	17749.4	71582.9	12667.7
2895	2037.5	27752.2	55702.6	18795.2
2895	2040.0	43081.2	37795.5	21623.3
2895	2042.5	68696.7	20543.9	13509.4
2895	2045.0	94546.2	8004.53	449.23400000000004
2895	2047.5	99932.9	2695.01	622.05
2895	2050.0	102517.0	873.426	109.851
2894	2015.0	0.0	100000.0	0.0
2894	2017.5	246.875	99788.8	214.36
2894	2020.0	496.875	99271.9	731.243
2894	2022.5	746.875	98458.6	1544.51
2894	2025.0	1000.71	97357.5	2641.79
2894	2027.5	1573.31	95856.9	3819.76
2894	2030.0	3207.24	93211.0	5081.75
2894	2032.5	6648.62	87989.2	7112.17
2894	2035.0	12618.6	78566.0	10815.4
2894	2037.5	21526.5	64187.0	16536.5
2894	2040.0	33464.8	46323.0	22712.2
2894	2042.5	49742.0	28323.3	24684.7
2894	2045.0	73871.0	13675.7	15453.2
2894	2047.5	98317.2	4730.13	202.69299999999998
2894	2050.0	101749.0	1428.26	323.017
2893	2015.0	0.0	100000.0	0.0
2893	2017.5	246.875	99788.8	214.36
2893	2020.0	496.875	99271.9	731.243
2893	2022.5	747.034	98458.6	1544.35
2893	2025.0	1225.71	97280.2	2494.09
2893	2027.5	2652.47	95094.9	3502.62
2893	2030.0	5775.83	90520.9	5203.32
2893	2032.5	11185.3	81892.8	8671.91
2893	2035.0	18988.1	68459.0	14552.9
2893	2037.5	30063.8	51213.2	20973.0
2893	2040.0	47550.3	32453.5	22496.2
2893	2042.5	77044.6	15630.7	10074.8
2893	2045.0	97234.9	5257.7	507.392
2893	2047.5	100976.0	1594.97	679.507
2893	2050.0	102916.0	470.42900000000003	114.072
2884	2015.0	0.0	100000.0	0.0
2884	2017.5	246.875	98781.4	1221.76
2884	2020.0	496.875	95885.7	4117.4
2884	2022.5	746.875	91471.4	8531.75
2884	2025.0	996.875	85763.9	14239.2
2884	2027.5	1246.88	79040.1	20963.0
2884	2030.0	1496.88	71606.0	28397.2
2884	2032.5	1746.88	63774.2	36228.9
2884	2035.0	2639.09	55298.8	44062.1
2884	2037.5	7820.5	39955.9	54473.6
2884	2040.0	21386.6	15513.1	65600.3
2884	2042.5	46978.1	1577.06	54194.9
2884	2045.0	87630.6	15.5509	15353.9
2884	2047.5	102630.0	0.012381399999999999	619.761
2884	2050.0	102880.0	8.34133e-06	619.773
333	2015.0	0.0	100000.0	0.0
333	2017.5	246.875	98781.4	1221.76
333	2020.0	496.875	95885.7	4117.4
333	2022.5	746.875	91471.4	8531.75
333	2025.0	996.875	85763.9	14239.2
333	2027.5	1246.88	79040.1	20963.0
333	2030.0	1692.49	71470.2	28337.3
333	2032.5	5139.56	58000.9	38609.6
333	2035.0	15784.3	29674.3	56541.3
333	2037.5	37419.3	5054.5	59776.2
333	2040.0	73275.8	114.88600000000001	29109.3
333	2042.5	102130.0	0.14970999999999998	619.623
333	2045.0	102380.0	0.000100882	619.773
333	2047.5	102630.0	6.797169999999999e-08	619.773
333	2050.0	102880.0	4.57925e-11	619.773
2883	2015.0	0.0	100000.0	0.0
2883	2017.5	246.875	91612.7	8390.44
2883	2020.0	496.875	74094.3	25908.8
2883	2022.5	746.875	52927.1	47076.0
2883	2025.0	996.875	33405.6	66597.5
2883	2027.5	1246.88	18637.7	81365.5
2883	2030.0	1496.88	9195.54	90807.6
2883	2032.5	1746.88	4013.81	95989.3
2883	2035.0	6504.07	939.232	94556.7
2883	2037.5	39589.1	0.029719299999999997	62660.9
2883	2040.0	102205.0	5.96674e-24	294.811
2883	2042.5	102455.0	0.0	294.811
2883	2045.0	102705.0	0.0	294.811
2883	2047.5	102955.0	0.0	294.811
2883	2050.0	103205.0	0.0	294.811
2882	2015.0	0.0	100000.0	0.0
2882	2017.5	246.875	91612.7	8390.44
2882	2020.0	496.875	74094.3	25908.8
2882	2022.5	746.875	52927.1	47076.0
2882	2025.0	996.875	33405.6	66597.5
2882	2027.5	1246.88	18637.7	81365.5
2882	2030.0	2880.87	8346.36	90272.8
2882	2032.5	24866.7	29.2317	76854.1
2882	2035.0	89952.9	2.0834e-13	12047.1
2882	2037.5	101955.0	0.0	294.811
2882	2040.0	102205.0	0.0	294.811
2882	2042.5	102455.0	0.0	294.811
2882	2045.0	102705.0	0.0	294.811
2882	2047.5	102955.0	0.0	294.811
2882	2050.0	103493.0	0.0	7.345789999999999
2873	2015.0	0.0	100000.0	0.0
2873	2017.5	246.875	99613.6	389.57199999999995
2873	2020.0	496.875	98677.0	1326.13
2873	2022.5	801.6389999999999	97195.8	2752.6
2873	2025.0	2031.35	94382.9	4585.74
2873	2027.5	5558.44	87218.7	8472.82
2873	2030.0	12588.4	71925.0	16986.7
2873	2032.5	24312.0	48499.3	28938.6
2873	2035.0	45786.8	23089.6	33123.6
2873	2037.5	88096.3	5583.6	8570.1
2873	2040.0	101404.0	630.3290000000001	466.06
2873	2042.5	102625.0	66.9543	57.8235
2873	2045.0	102984.0	6.99137	8.61919
2873	2047.5	103244.0	0.728713	5.05293
2873	2050.0	103500.0	0.07594669999999999	0.273635
2872	2015.0	0.0	100000.0	0.0
2872	2017.5	246.875	99585.1	418.04699999999997
2872	2020.0	496.875	98580.5	1422.58
2872	2022.5	747.186	97010.0	2992.78
2872	2025.0	1443.3	94616.1	4940.64
2872	2027.5	3984.89	89100.1	8165.03
2872	2030.0	9812.34	76268.2	15419.5
2872	2032.5	20123.5	54110.8	27515.7
2872	2035.0	36588.0	28215.3	37196.7
2872	2037.5	66017.9	8751.03	27481.1
2872	2040.0	101096.0	1102.41	301.36
2872	2042.5	102407.0	99.1649	244.202
2872	2045.0	102657.0	8.80702	334.56
2872	2047.5	103248.0	0.778632	1.52668
2872	2050.0	103500.0	0.0685873	0.320734
2871	2015.0	0.0	100000.0	0.0
2871	2017.5	246.875	99585.1	418.04699999999997
2871	2020.0	496.875	98580.5	1422.58
2871	2022.5	805.648	96992.0	2952.34
2871	2025.0	2106.93	93916.9	4976.14
2871	2027.5	5872.25	85930.1	9447.69
2871	2030.0	13397.9	68991.4	19110.8
2871	2032.5	26112.8	43895.1	31742.2
2871	2035.0	50023.8	18505.0	33471.2
2871	2037.5	97517.6	3445.12	1287.25
2871	2040.0	101189.0	318.053	993.387
2871	2042.5	102547.0	28.3124	175.014
2871	2045.0	102994.0	2.4997700000000003	3.16165
2871	2047.5	103249.0	0.220214	0.574092
2871	2050.0	103500.0	0.0193977	0.229674
2870	2015.0	0.0	100000.0	0.0
2870	2017.5	246.875	99585.1	418.04699999999997
2870	2020.0	496.875	98580.5	1422.58
2870	2022.5	1044.59	96840.4	2865.03
2870	2025.0	3216.26	92408.0	5375.7
2870	2027.5	8388.27	81066.9	11794.8
2870	2030.0	17840.4	60125.0	23534.6
2870	2032.5	36765.4	32505.1	32479.5
2870	2035.0	77340.7	8952.36	15706.9
2870	2037.5	100925.0	932.38	392.96
2870	2040.0	102153.0	83.6754	263.285
2870	2042.5	102738.0	7.390630000000001	4.89936
2870	2045.0	102998.0	0.651081	1.12259
2870	2047.5	103250.0	0.057351	0.0706424
2870	2050.0	103500.0	0.00505172	0.00917753
2869	2015.0	0.0	100000.0	0.0
2869	2017.5	246.875	99552.1	451.01199999999994
2869	2020.0	496.875	98469.0	1534.15
2869	2022.5	810.2919999999999	96756.4	3183.32
2869	2025.0	2194.43	93368.8	5436.75
2869	2027.5	6235.32	84391.6	10623.1
2869	2030.0	14334.8	65548.0	21617.3
2869	2032.5	28220.7	38788.0	34741.2
2869	2035.0	55064.0	14014.5	32921.5
2869	2037.5	100156.0	1891.78	202.40200000000002
2869	2040.0	101380.0	141.954	978.205
2869	2042.5	102703.0	10.4295	36.87
2869	2045.0	102997.0	0.7561869999999999	2.19136
2869	2047.5	103247.0	0.054801199999999994	2.65119
2869	2050.0	103500.0	0.00397119	0.00769955
2868	2015.0	0.0	100000.0	0.0
2868	2017.5	246.875	99613.6	389.57199999999995
2868	2020.0	496.875	98677.0	1326.13
2868	2022.5	747.165	97211.4	2791.4
2868	2025.0	1412.87	94992.6	4594.48
2868	2027.5	3798.8	90006.2	7444.99
2868	2030.0	9249.76	78468.6	13781.6
2868	2032.5	18875.9	58097.0	24777.1
2868	2035.0	34051.6	32960.3	34988.0
2868	2037.5	60555.5	12046.2	29648.3
2868	2040.0	100345.0	1994.21	160.605
2868	2042.5	101465.0	214.762	1070.13
2868	2045.0	102830.0	22.5365	147.662
2868	2047.5	103245.0	2.35501	2.71176
2868	2050.0	103496.0	0.24544899999999997	3.60678
2867	2015.0	0.0	100000.0	0.0
2867	2017.5	246.875	99613.6	389.57199999999995
2867	2020.0	496.875	98677.0	1326.13
2867	2022.5	801.6389999999999	97195.8	2752.6
2867	2025.0	2031.35	94382.9	4585.74
2867	2027.5	5558.44	87218.7	8472.82
2867	2030.0	12588.4	71925.0	16986.7
2867	2032.5	24312.0	48499.3	28938.6
2867	2035.0	45786.8	23089.6	33123.6
2867	2037.5	88096.3	5583.6	8570.1
2867	2040.0	101404.0	630.3290000000001	466.06
2867	2042.5	102625.0	66.9543	57.8235
2867	2045.0	102984.0	6.99137	8.61919
2867	2047.5	103244.0	0.728713	5.05293
2867	2050.0	103500.0	0.07594669999999999	0.273635
2866	2015.0	0.0	100000.0	0.0
2866	2017.5	246.875	99613.6	389.57199999999995
2866	2020.0	496.875	98677.0	1326.13
2866	2022.5	1024.29	97063.8	2661.89
2866	2025.0	3065.34	93064.8	4869.83
2866	2027.5	7901.79	82916.3	10431.9
2866	2030.0	16621.4	63875.6	21003.0
2866	2032.5	33568.1	37671.7	30510.2
2866	2035.0	69527.1	12731.3	19741.6
2866	2037.5	100009.0	1715.24	525.521
2866	2040.0	102109.0	183.41	207.873
2866	2042.5	102719.0	19.1935	11.5903
2866	2045.0	102996.0	2.00094	1.66208
2866	2047.5	103250.0	0.20853899999999997	0.125316
2866	2050.0	103500.0	0.021733000000000002	0.0343852
2865	2015.0	0.0	100000.0	0.0
2865	2017.5	246.875	99585.1	418.04699999999997
2865	2020.0	496.875	98580.5	1422.58
2865	2022.5	747.186	97010.0	2992.78
2865	2025.0	1443.3	94616.1	4940.64
2865	2027.5	3984.89	89100.1	8165.03
2865	2030.0	9812.34	76268.2	15419.5
2865	2032.5	20123.5	54110.8	27515.7
2865	2035.0	36588.0	28215.3	37196.7
2865	2037.5	66017.9	8751.03	27481.1
2865	2040.0	101096.0	1102.41	301.36
2865	2042.5	102407.0	99.1649	244.202
2865	2045.0	102657.0	8.80702	334.56
2865	2047.5	103248.0	0.778632	1.52668
2865	2050.0	103500.0	0.0685873	0.320734
1553	2015.0	0.0	100000.0	0.0
1553	2017.5	246.875	99585.1	418.04699999999997
1553	2020.0	496.875	98580.5	1422.58
1553	2022.5	805.648	96992.0	2952.34
1553	2025.0	2106.93	93916.9	4976.14
1553	2027.5	5872.25	85930.1	9447.69
1553	2030.0	13397.9	68991.4	19110.8
1553	2032.5	26112.8	43895.1	31742.2
1553	2035.0	50023.8	18505.0	33471.2
1553	2037.5	97517.6	3445.12	1287.25
1553	2040.0	101189.0	318.053	993.387
1553	2042.5	102547.0	28.3124	175.014
1553	2045.0	102994.0	2.4997700000000003	3.16165
1553	2047.5	103249.0	0.220214	0.574092
1553	2050.0	103500.0	0.0193977	0.229674
2864	2015.0	0.0	100000.0	0.0
2864	2017.5	246.875	99585.1	418.04699999999997
2864	2020.0	496.875	98580.5	1422.58
2864	2022.5	1044.59	96840.4	2865.03
2864	2025.0	3216.26	92408.0	5375.7
2864	2027.5	8388.27	81066.9	11794.8
2864	2030.0	17840.4	60125.0	23534.6
2864	2032.5	36765.4	32505.1	32479.5
2864	2035.0	77340.7	8952.36	15706.9
2864	2037.5	100925.0	932.38	392.96
2864	2040.0	102153.0	83.6754	263.285
2864	2042.5	102738.0	7.390630000000001	4.89936
2864	2045.0	102998.0	0.651081	1.12259
2864	2047.5	103250.0	0.057351	0.0706424
2864	2050.0	103500.0	0.00505172	0.00917753
2863	2015.0	0.0	100000.0	0.0
2863	2017.5	246.875	99552.1	451.01199999999994
2863	2020.0	496.875	98469.0	1534.15
2863	2022.5	747.211	96777.3	3225.47
2863	2025.0	1478.53	94178.5	5342.99
2863	2027.5	4200.24	88026.1	9023.64
2863	2030.0	10463.0	73663.1	17373.9
2863	2032.5	21567.0	49570.7	30612.3
2863	2035.0	39552.7	23264.5	39182.8
2863	2037.5	72485.5	5861.2	23903.3
2863	2040.0	101358.0	545.423	596.164
2863	2042.5	101608.0	40.7139	1100.87
2863	2045.0	102984.0	2.99059	13.208
2863	2047.5	103249.0	0.216765	0.395619
2863	2050.0	103499.0	0.015708100000000003	0.596677
2862	2015.0	0.0	100000.0	0.0
2862	2017.5	246.875	99552.1	451.01199999999994
2862	2020.0	496.875	98469.0	1534.15
2862	2022.5	810.2919999999999	96756.4	3183.32
2862	2025.0	2194.43	93368.8	5436.75
2862	2027.5	6235.32	84391.6	10623.1
2862	2030.0	14334.8	65548.0	21617.3
2862	2032.5	28220.7	38788.0	34741.2
2862	2035.0	55064.0	14014.5	32921.5
2862	2037.5	100156.0	1891.78	202.40200000000002
2862	2040.0	101380.0	141.954	978.205
2862	2042.5	102703.0	10.4295	36.87
2862	2045.0	102997.0	0.7561869999999999	2.19136
2862	2047.5	103247.0	0.054801199999999994	2.65119
2862	2050.0	103500.0	0.00397119	0.00769955
2861	2015.0	0.0	100000.0	0.0
2861	2017.5	246.875	99552.1	451.01199999999994
2861	2020.0	496.875	98469.0	1534.15
2861	2022.5	1068.09	96580.3	3101.61
2861	2025.0	3390.93	91624.9	5984.17
2861	2027.5	8951.46	78858.2	13440.4
2861	2030.0	19269.6	55784.0	26446.4
2861	2032.5	40588.0	27000.5	34161.5
2861	2035.0	86647.6	5710.02	9642.35
2861	2037.5	101248.0	453.54699999999997	548.869
2861	2040.0	102387.0	33.4151	79.6734
2861	2042.5	102745.0	2.42371	2.2309799999999997
2861	2045.0	103000.0	0.17565	0.324496
2861	2047.5	103250.0	0.0127286	0.0267938
2861	2050.0	103500.0	0.000922376	0.00479851
2860	2015.0	0.0	100000.0	0.0
2860	2017.5	246.875	99613.6	389.57199999999995
2860	2020.0	496.875	98677.0	1326.13
2860	2022.5	801.6389999999999	97195.8	2752.6
2860	2025.0	2031.35	94382.9	4585.74
2860	2027.5	5558.44	87218.7	8472.82
2860	2030.0	12588.4	71925.0	16986.7
2860	2032.5	24312.0	48499.3	28938.6
2860	2035.0	45786.8	23089.6	33123.6
2860	2037.5	88096.3	5583.6	8570.1
2860	2040.0	101404.0	630.3290000000001	466.06
2860	2042.5	102625.0	66.9543	57.8235
2860	2045.0	102984.0	6.99137	8.61919
2860	2047.5	103244.0	0.728713	5.05293
2860	2050.0	103500.0	0.07594669999999999	0.273635
2859	2015.0	0.0	100000.0	0.0
2859	2017.5	246.875	99585.1	418.04699999999997
2859	2020.0	496.875	98580.5	1422.58
2859	2022.5	747.186	97010.0	2992.78
2859	2025.0	1443.3	94616.1	4940.64
2859	2027.5	3984.89	89100.1	8165.03
2859	2030.0	9812.34	76268.2	15419.5
2859	2032.5	20123.5	54110.8	27515.7
2859	2035.0	36588.0	28215.3	37196.7
2859	2037.5	66017.9	8751.03	27481.1
2859	2040.0	101096.0	1102.41	301.36
2859	2042.5	102407.0	99.1649	244.202
2859	2045.0	102657.0	8.80702	334.56
2859	2047.5	103248.0	0.778632	1.52668
2859	2050.0	103500.0	0.0685873	0.320734
2858	2015.0	0.0	100000.0	0.0
2858	2017.5	246.875	99585.1	418.04699999999997
2858	2020.0	496.875	98580.5	1422.58
2858	2022.5	805.648	96992.0	2952.34
2858	2025.0	2106.93	93916.9	4976.14
2858	2027.5	5872.25	85930.1	9447.69
2858	2030.0	13397.9	68991.4	19110.8
2858	2032.5	26112.8	43895.1	31742.2
2858	2035.0	50023.8	18505.0	33471.2
2858	2037.5	97517.6	3445.12	1287.25
2858	2040.0	101189.0	318.053	993.387
2858	2042.5	102547.0	28.3124	175.014
2858	2045.0	102994.0	2.4997700000000003	3.16165
2858	2047.5	103249.0	0.220214	0.574092
2858	2050.0	103500.0	0.0193977	0.229674
2857	2015.0	0.0	100000.0	0.0
2857	2017.5	246.875	99585.1	418.04699999999997
2857	2020.0	496.875	98580.5	1422.58
2857	2022.5	1044.59	96840.4	2865.03
2857	2025.0	3216.26	92408.0	5375.7
2857	2027.5	8388.27	81066.9	11794.8
2857	2030.0	17840.4	60125.0	23534.6
2857	2032.5	36765.4	32505.1	32479.5
2857	2035.0	77340.7	8952.36	15706.9
2857	2037.5	100925.0	932.38	392.96
2857	2040.0	102153.0	83.6754	263.285
2857	2042.5	102738.0	7.390630000000001	4.89936
2857	2045.0	102998.0	0.651081	1.12259
2857	2047.5	103250.0	0.057351	0.0706424
2857	2050.0	103500.0	0.00505172	0.00917753
2856	2015.0	0.0	100000.0	0.0
2856	2017.5	246.875	99552.1	451.01199999999994
2856	2020.0	496.875	98469.0	1534.15
2856	2022.5	810.2919999999999	96756.4	3183.32
2856	2025.0	2194.43	93368.8	5436.75
2856	2027.5	6235.32	84391.6	10623.1
2856	2030.0	14334.8	65548.0	21617.3
2856	2032.5	28220.7	38788.0	34741.2
2856	2035.0	55064.0	14014.5	32921.5
2856	2037.5	100156.0	1891.78	202.40200000000002
2856	2040.0	101380.0	141.954	978.205
2856	2042.5	102703.0	10.4295	36.87
2856	2045.0	102997.0	0.7561869999999999	2.19136
2856	2047.5	103247.0	0.054801199999999994	2.65119
2856	2050.0	103500.0	0.00397119	0.00769955
2847	2015.0	0.0	100000.0	0.0
2847	2017.5	246.875	97870.1	2133.04
2847	2020.0	496.875	92893.5	7109.67
2847	2022.5	819.4730000000001	85466.6	14464.0
2847	2025.0	4722.26	65326.0	30951.7
2847	2027.5	19374.5	17258.3	64617.2
2847	2030.0	51086.1	265.885	50148.0
2847	2032.5	101103.0	0.0120075	646.514
2847	2035.0	101353.0	2.0511499999999998e-08	646.526
2847	2037.5	101603.0	3.50301e-14	646.526
2847	2040.0	102488.0	5.62853e-20	12.2676
2847	2042.5	102738.0	8.782580000000001e-26	12.2676
2847	2045.0	102988.0	1.3704e-31	12.2676
2847	2047.5	103250.0	2.13561e-37	2.82319e-34
2847	2050.0	103500.0	3.3210799999999996e-43	2.8253199999999997e-34
2846	2015.0	0.0	100000.0	0.0
2846	2017.5	246.875	97381.2	2621.94
2846	2020.0	496.875	91315.5	8687.6
2846	2022.5	748.8480000000001	82469.3	17531.8
2846	2025.0	3807.58	63514.8	33677.6
2846	2027.5	18205.3	14651.4	68393.3
2846	2030.0	51712.8	89.3551	49697.8
2846	2032.5	101378.0	0.000285635	371.63199999999995
2846	2035.0	101628.0	1.50686e-11	371.63300000000004
2846	2037.5	101878.0	7.94805e-19	371.63300000000004
2846	2040.0	102491.0	4.10024e-26	8.98209
2846	2042.5	102741.0	2.0236899999999997e-33	8.98209
2846	2045.0	102991.0	9.987889999999998e-41	8.98209
2846	2047.5	103250.0	0.0	0.136019
2846	2050.0	103500.0	0.0	0.136019
2845	2015.0	0.0	100000.0	0.0
2845	2017.5	246.875	97381.2	2621.94
2845	2020.0	496.875	91315.5	8687.6
2845	2022.5	836.316	82388.3	17525.4
2845	2025.0	5577.3	56587.7	38835.0
2845	2027.5	23444.6	7805.69	69999.7
2845	2030.0	61897.0	14.0779	39589.0
2845	2032.5	101321.0	7.622760000000001e-06	429.33
2845	2035.0	101571.0	4.06418e-13	429.33
2845	2037.5	101821.0	2.1664500000000002e-20	429.33
2845	2040.0	102494.0	1.0847299999999999e-27	5.94295
2845	2042.5	102744.0	5.35076e-35	5.94295
2845	2045.0	102998.0	2.64005e-42	2.31308
2845	2047.5	103250.0	0.0	0.126708
2845	2050.0	103500.0	0.0	0.126708
2844	2015.0	0.0	100000.0	0.0
2844	2017.5	246.875	97381.2	2621.94
2844	2020.0	496.875	91315.5	8687.6
2844	2022.5	1118.85	81855.4	17775.8
2844	2025.0	7945.1	47195.5	45859.4
2844	2027.5	29618.5	3441.51	68190.0
2844	2030.0	75075.8	1.4404700000000001	26422.8
2844	2032.5	100903.0	1.88504e-07	846.888
2844	2035.0	101153.0	1.0850499999999999e-14	846.888
2844	2037.5	102229.0	5.82191e-22	21.1759
2844	2040.0	102479.0	2.87985e-29	21.1759
2844	2042.5	102729.0	1.4245199999999999e-36	21.1759
2844	2045.0	103000.0	7.006489999999999e-44	5.948469999999999e-40
2844	2047.5	103250.0	0.0	5.949169999999999e-40
2844	2050.0	103500.0	0.0	5.949169999999999e-40
2843	2015.0	0.0	100000.0	0.0
2843	2017.5	246.875	96601.6	3401.56
2843	2020.0	496.875	88838.5	11164.7
2843	2022.5	863.336	77665.5	22221.2
2843	2025.0	6941.71	43380.7	50677.6
2843	2027.5	29870.7	1600.93	69778.3
2843	2030.0	78721.9	0.0329236	22778.0
2843	2032.5	100939.0	1.37741e-11	810.808
2843	2035.0	101189.0	2.34934e-21	810.808
2843	2037.5	102226.0	3.7792999999999997e-31	23.5947
2843	2040.0	102476.0	5.26454e-41	23.5947
2843	2042.5	102726.0	0.0	23.5947
2843	2045.0	103000.0	0.0	0.0
2843	2047.5	103250.0	0.0	0.0
2843	2050.0	103500.0	0.0	0.0
2842	2015.0	0.0	100000.0	0.0
2842	2017.5	246.875	97870.1	2133.04
2842	2020.0	496.875	92893.5	7109.67
2842	2022.5	748.477	85521.9	14479.6
2842	2025.0	3281.52	70490.3	27228.2
2842	2027.5	15081.6	26116.9	60051.5
2842	2030.0	42691.9	889.465	57918.6
2842	2032.5	93566.3	0.21334	8183.5
2842	2035.0	101192.0	3.95867e-07	808.123
2842	2037.5	101442.0	6.91796e-13	808.123
2842	2040.0	102491.0	1.16651e-18	8.51245
2842	2042.5	102741.0	1.81922e-24	8.51245
2842	2045.0	102991.0	2.8371299999999993e-30	8.51245
2842	2047.5	103249.0	4.4237499999999995e-36	0.798042
2842	2050.0	103500.0	6.890179999999999e-42	2.6792200000000003e-36
2841	2015.0	0.0	100000.0	0.0
2841	2017.5	246.875	97870.1	2133.04
2841	2020.0	496.875	92893.5	7109.67
2841	2022.5	819.4730000000001	85466.6	14464.0
2841	2025.0	4722.26	65326.0	30951.7
2841	2027.5	19374.5	17258.3	64617.2
2841	2030.0	51086.1	265.885	50148.0
2841	2032.5	101103.0	0.0120075	646.514
2841	2035.0	101353.0	2.0511499999999998e-08	646.526
2841	2037.5	101603.0	3.50301e-14	646.526
2841	2040.0	102488.0	5.62853e-20	12.2676
2841	2042.5	102738.0	8.782580000000001e-26	12.2676
2841	2045.0	102988.0	1.3704e-31	12.2676
2841	2047.5	103250.0	2.13561e-37	2.82319e-34
2841	2050.0	103500.0	3.3210799999999996e-43	2.8253199999999997e-34
2840	2015.0	0.0	100000.0	0.0
2840	2017.5	246.875	97870.1	2133.04
2840	2020.0	496.875	92893.5	7109.67
2840	2022.5	1048.88	85102.1	14599.0
2840	2025.0	6652.0	57963.7	36384.3
2840	2027.5	24442.1	10073.7	66734.2
2840	2030.0	61613.2	60.7422	39826.1
2840	2032.5	100800.0	0.0005751269999999999	949.697
2840	2035.0	101050.0	1.02584e-09	949.698
2840	2037.5	102230.0	1.7609200000000002e-15	19.5132
2840	2040.0	102480.0	2.7505199999999998e-21	19.5132
2840	2042.5	102730.0	4.29624e-27	19.5132
2840	2045.0	103000.0	6.70028e-33	1.8651699999999998e-14
2840	2047.5	103250.0	1.04367e-38	1.8651699999999998e-14
2840	2050.0	103500.0	1.6815599999999997e-44	1.8651699999999998e-14
2839	2015.0	0.0	100000.0	0.0
2839	2017.5	246.875	97381.2	2621.94
2839	2020.0	496.875	91315.5	8687.6
2839	2022.5	748.8480000000001	82469.3	17531.8
2839	2025.0	3807.58	63514.8	33677.6
2839	2027.5	18205.3	14651.4	68393.3
2839	2030.0	51712.8	89.3551	49697.8
2839	2032.5	101378.0	0.000285635	371.63199999999995
2839	2035.0	101628.0	1.50686e-11	371.63300000000004
2839	2037.5	101878.0	7.94805e-19	371.63300000000004
2839	2040.0	102491.0	4.10024e-26	8.98209
2839	2042.5	102741.0	2.0236899999999997e-33	8.98209
2839	2045.0	102991.0	9.987889999999998e-41	8.98209
2839	2047.5	103250.0	0.0	0.136019
2839	2050.0	103500.0	0.0	0.136019
1672	2015.0	0.0	100000.0	0.0
1672	2017.5	246.875	97381.2	2621.94
1672	2020.0	496.875	91315.5	8687.6
1672	2022.5	836.316	82388.3	17525.4
1672	2025.0	5577.3	56587.7	38835.0
1672	2027.5	23444.6	7805.69	69999.7
1672	2030.0	61897.0	14.0779	39589.0
1672	2032.5	101321.0	7.622760000000001e-06	429.33
1672	2035.0	101571.0	4.06418e-13	429.33
1672	2037.5	101821.0	2.1664500000000002e-20	429.33
1672	2040.0	102494.0	1.0847299999999999e-27	5.94295
1672	2042.5	102744.0	5.35076e-35	5.94295
1672	2045.0	102998.0	2.64005e-42	2.31308
1672	2047.5	103250.0	0.0	0.126708
1672	2050.0	103500.0	0.0	0.126708
2838	2015.0	0.0	100000.0	0.0
2838	2017.5	246.875	97381.2	2621.94
2838	2020.0	496.875	91315.5	8687.6
2838	2022.5	1118.85	81855.4	17775.8
2838	2025.0	7945.1	47195.5	45859.4
2838	2027.5	29618.5	3441.51	68190.0
2838	2030.0	75075.8	1.4404700000000001	26422.8
